cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset.
load parameters
Now try to run the WCL algorithm
Selected 12258 boundary instances.
Select 90.00 percent samples, 8775 overlapping with the pre-selected boundary samples
The unique selected subset size is: 39480
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/155   Step: 42s99ms | Tot: 0ms | Loss: 0.446 | Acc: 85.156% (218/256)              
 [>................................................................] 2/155   Step: 1s953ms | Tot: 1s953ms | Loss: 0.472 | Acc: 84.375% (432/512)              
 [>................................................................] 3/155   Step: 993ms | Tot: 2s947ms | Loss: 0.468 | Acc: 84.896% (652/768)              
 [=>...............................................................] 4/155   Step: 1s171ms | Tot: 4s118ms | Loss: 0.459 | Acc: 85.449% (875/1024)              
 [=>...............................................................] 5/155   Step: 980ms | Tot: 5s99ms | Loss: 0.449 | Acc: 86.016% (1101/1280)              
 [==>..............................................................] 6/155   Step: 987ms | Tot: 6s86ms | Loss: 0.450 | Acc: 85.938% (1320/1536)              
 [==>..............................................................] 7/155   Step: 980ms | Tot: 7s66ms | Loss: 0.451 | Acc: 86.049% (1542/1792)              
 [==>..............................................................] 8/155   Step: 980ms | Tot: 8s46ms | Loss: 0.437 | Acc: 86.621% (1774/2048)              
 [===>.............................................................] 9/155   Step: 1s80ms | Tot: 9s127ms | Loss: 0.422 | Acc: 87.109% (2007/2304)              
 [===>.............................................................] 10/155   Step: 980ms | Tot: 10s108ms | Loss: 0.419 | Acc: 87.148% (2231/2560)              
 [====>............................................................] 11/155   Step: 980ms | Tot: 11s88ms | Loss: 0.414 | Acc: 87.358% (2460/2816)              
 [====>............................................................] 12/155   Step: 978ms | Tot: 12s67ms | Loss: 0.404 | Acc: 87.565% (2690/3072)              
 [=====>...........................................................] 13/155   Step: 1s89ms | Tot: 13s157ms | Loss: 0.400 | Acc: 87.710% (2919/3328)              
 [=====>...........................................................] 14/155   Step: 998ms | Tot: 14s155ms | Loss: 0.395 | Acc: 87.695% (3143/3584)              
 [=====>...........................................................] 15/155   Step: 979ms | Tot: 15s134ms | Loss: 0.391 | Acc: 87.969% (3378/3840)              
 [=============>...................................................] 33/155   Step: 976ms | Tot: 33s305ms | Loss: 0.327 | Acc: 90.223% (7622/8448)              
 [=============>...................................................] 34/155   Step: 995ms | Tot: 34s301ms | Loss: 0.324 | Acc: 90.280% (7858/8704)              
 [==============>..................................................] 35/155   Step: 982ms | Tot: 35s283ms | Loss: 0.321 | Acc: 90.424% (8102/8960)              
 [==============>..................................................] 36/155   Step: 1s87ms | Tot: 36s371ms | Loss: 0.320 | Acc: 90.430% (8334/9216)              
 [===============>.................................................] 37/155   Step: 979ms | Tot: 37s350ms | Loss: 0.317 | Acc: 90.562% (8578/9472)              
 [===============>.................................................] 38/155   Step: 983ms | Tot: 38s333ms | Loss: 0.315 | Acc: 90.635% (8817/9728)              
 [===============>.................................................] 39/155   Step: 980ms | Tot: 39s314ms | Loss: 0.313 | Acc: 90.695% (9055/9984)              
 [================>................................................] 40/155   Step: 977ms | Tot: 40s292ms | Loss: 0.312 | Acc: 90.742% (9292/10240)              
 [================>................................................] 41/155   Step: 1s85ms | Tot: 41s377ms | Loss: 0.310 | Acc: 90.777% (9528/10496)              
 [=================>...............................................] 42/155   Step: 984ms | Tot: 42s361ms | Loss: 0.309 | Acc: 90.783% (9761/10752)              
 [=================>...............................................] 43/155   Step: 986ms | Tot: 43s348ms | Loss: 0.308 | Acc: 90.852% (10001/11008)              
 [==================>..............................................] 44/155   Step: 1s4ms | Tot: 44s352ms | Loss: 0.306 | Acc: 90.900% (10239/11264)              
 [==================>..............................................] 45/155   Step: 1s122ms | Tot: 45s475ms | Loss: 0.305 | Acc: 90.955% (10478/11520)              
 [==================>..............................................] 46/155   Step: 977ms | Tot: 46s452ms | Loss: 0.304 | Acc: 90.999% (10716/11776)              
 [===================>.............................................] 47/155   Step: 977ms | Tot: 47s430ms | Loss: 0.302 | Acc: 91.041% (10954/12032)              
 [===================>.............................................] 48/155   Step: 977ms | Tot: 48s408ms | Loss: 0.302 | Acc: 91.081% (11192/12288)              
 [====================>............................................] 49/155   Step: 983ms | Tot: 49s391ms | Loss: 0.300 | Acc: 91.159% (11435/12544)              
 [====================>............................................] 50/155   Step: 1s108ms | Tot: 50s499ms | Loss: 0.299 | Acc: 91.227% (11677/12800)              
 [====================>............................................] 51/155   Step: 975ms | Tot: 51s475ms | Loss: 0.297 | Acc: 91.284% (11918/13056)              
 [=====================>...........................................] 52/155   Step: 980ms | Tot: 52s455ms | Loss: 0.296 | Acc: 91.339% (12159/13312)              
 [=====================>...........................................] 53/155   Step: 980ms | Tot: 53s436ms | Loss: 0.295 | Acc: 91.392% (12400/13568)              
 [======================>..........................................] 54/155   Step: 996ms | Tot: 54s433ms | Loss: 0.292 | Acc: 91.479% (12646/13824)              
 [======================>..........................................] 55/155   Step: 1s84ms | Tot: 55s517ms | Loss: 0.290 | Acc: 91.541% (12889/14080)              
 [=======================>.........................................] 56/155   Step: 979ms | Tot: 56s497ms | Loss: 0.290 | Acc: 91.532% (13122/14336)              
 [=======================>.........................................] 57/155   Step: 976ms | Tot: 57s473ms | Loss: 0.289 | Acc: 91.536% (13357/14592)              
 [=======================>.........................................] 58/155   Step: 979ms | Tot: 58s452ms | Loss: 0.288 | Acc: 91.602% (13601/14848)              
 [========================>........................................] 59/155   Step: 1s85ms | Tot: 59s538ms | Loss: 0.287 | Acc: 91.625% (13839/15104)              
 [========================>........................................] 60/155   Step: 977ms | Tot: 1m515ms | Loss: 0.286 | Acc: 91.660% (14079/15360)              
 [=========================>.......................................] 61/155   Step: 982ms | Tot: 1m1s | Loss: 0.286 | Acc: 91.688% (14318/15616)              
 [=========================>.......................................] 62/155   Step: 984ms | Tot: 1m2s | Loss: 0.285 | Acc: 91.702% (14555/15872)              
 [==========================>......................................] 63/155   Step: 978ms | Tot: 1m3s | Loss: 0.284 | Acc: 91.729% (14794/16128)              
 [==========================>......................................] 64/155   Step: 1s102ms | Tot: 1m4s | Loss: 0.283 | Acc: 91.772% (15036/16384)              
 [==========================>......................................] 65/155   Step: 976ms | Tot: 1m5s | Loss: 0.283 | Acc: 91.809% (15277/16640)              
 [===========================>.....................................] 66/155   Step: 976ms | Tot: 1m6s | Loss: 0.282 | Acc: 91.856% (15520/16896)              
 [===========================>.....................................] 67/155   Step: 977ms | Tot: 1m7s | Loss: 0.281 | Acc: 91.884% (15760/17152)              
 [============================>....................................] 68/155   Step: 1s87ms | Tot: 1m8s | Loss: 0.280 | Acc: 91.923% (16002/17408)              
 [============================>....................................] 69/155   Step: 983ms | Tot: 1m9s | Loss: 0.279 | Acc: 91.972% (16246/17664)              
 [============================>....................................] 70/155   Step: 994ms | Tot: 1m10s | Loss: 0.277 | Acc: 92.048% (16495/17920)              
 [=============================>...................................] 71/155   Step: 980ms | Tot: 1m11s | Loss: 0.276 | Acc: 92.099% (16740/18176)              
 [=============================>...................................] 72/155   Step: 973ms | Tot: 1m12s | Loss: 0.275 | Acc: 92.128% (16981/18432)              
 [==============================>..................................] 73/155   Step: 1s86ms | Tot: 1m13s | Loss: 0.274 | Acc: 92.155% (17222/18688)              
 [==============================>..................................] 74/155   Step: 993ms | Tot: 1m14s | Loss: 0.274 | Acc: 92.156% (17458/18944)              
 [===============================>.................................] 75/155   Step: 978ms | Tot: 1m15s | Loss: 0.273 | Acc: 92.193% (17701/19200)              
 [===============================>.................................] 76/155   Step: 979ms | Tot: 1m16s | Loss: 0.271 | Acc: 92.223% (17943/19456)              
 [===============================>.................................] 77/155   Step: 976ms | Tot: 1m17s | Loss: 0.271 | Acc: 92.269% (18188/19712)              
 [================================>................................] 78/155   Step: 1s86ms | Tot: 1m18s | Loss: 0.270 | Acc: 92.283% (18427/19968)              
 [================================>................................] 79/155   Step: 983ms | Tot: 1m19s | Loss: 0.269 | Acc: 92.321% (18671/20224)              
 [=================================>...............................] 80/155   Step: 989ms | Tot: 1m20s | Loss: 0.268 | Acc: 92.334% (18910/20480)              
 [=================================>...............................] 81/155   Step: 979ms | Tot: 1m21s | Loss: 0.267 | Acc: 92.366% (19153/20736)              
 [=================================>...............................] 82/155   Step: 1s116ms | Tot: 1m22s | Loss: 0.266 | Acc: 92.392% (19395/20992)              
 [==================================>..............................] 83/155   Step: 979ms | Tot: 1m23s | Loss: 0.265 | Acc: 92.399% (19633/21248)              
 [==================================>..............................] 84/155   Step: 990ms | Tot: 1m24s | Loss: 0.265 | Acc: 92.406% (19871/21504)              
 [===================================>.............................] 85/155   Step: 981ms | Tot: 1m25s | Loss: 0.264 | Acc: 92.454% (20118/21760)              
 [===================================>.............................] 86/155   Step: 977ms | Tot: 1m26s | Loss: 0.263 | Acc: 92.469% (20358/22016)              
 [====================================>............................] 87/155   Step: 1s95ms | Tot: 1m27s | Loss: 0.262 | Acc: 92.515% (20605/22272)              
 [====================================>............................] 88/155   Step: 976ms | Tot: 1m28s | Loss: 0.262 | Acc: 92.538% (20847/22528)              
 [====================================>............................] 89/155   Step: 981ms | Tot: 1m29s | Loss: 0.261 | Acc: 92.583% (21094/22784)              
 [=====================================>...........................] 90/155   Step: 979ms | Tot: 1m30s | Loss: 0.260 | Acc: 92.604% (21336/23040)              
 [=====================================>...........................] 91/155   Step: 977ms | Tot: 1m31s | Loss: 0.258 | Acc: 92.647% (21583/23296)              
 [======================================>..........................] 92/155   Step: 1s78ms | Tot: 1m32s | Loss: 0.258 | Acc: 92.667% (21825/23552)              
 [======================================>..........................] 93/155   Step: 981ms | Tot: 1m33s | Loss: 0.257 | Acc: 92.675% (22064/23808)              
 [=======================================>.........................] 94/155   Step: 996ms | Tot: 1m34s | Loss: 0.256 | Acc: 92.703% (22308/24064)              
 [=======================================>.........................] 95/155   Step: 980ms | Tot: 1m35s | Loss: 0.256 | Acc: 92.710% (22547/24320)              
 [=======================================>.........................] 96/155   Step: 1s85ms | Tot: 1m36s | Loss: 0.255 | Acc: 92.741% (22792/24576)              
 [========================================>........................] 97/155   Step: 975ms | Tot: 1m37s | Loss: 0.254 | Acc: 92.784% (23040/24832)              
 [========================================>........................] 98/155   Step: 977ms | Tot: 1m38s | Loss: 0.253 | Acc: 92.797% (23281/25088)              
 [=========================================>.......................] 99/155   Step: 979ms | Tot: 1m39s | Loss: 0.253 | Acc: 92.827% (23526/25344)              
 [=========================================>.......................] 100/155   Step: 979ms | Tot: 1m40s | Loss: 0.251 | Acc: 92.867% (23774/25600)              
 [=========================================>.......................] 101/155   Step: 1s83ms | Tot: 1m41s | Loss: 0.250 | Acc: 92.899% (24020/25856)              
 [==========================================>......................] 102/155   Step: 977ms | Tot: 1m42s | Loss: 0.250 | Acc: 92.915% (24262/26112)              
 [==========================================>......................] 103/155   Step: 977ms | Tot: 1m43s | Loss: 0.249 | Acc: 92.946% (24508/26368)              
 [===========================================>.....................] 104/155   Step: 991ms | Tot: 1m44s | Loss: 0.248 | Acc: 92.969% (24752/26624)              
 [===========================================>.....................] 105/155   Step: 1s84ms | Tot: 1m45s | Loss: 0.247 | Acc: 92.991% (24996/26880)              
 [============================================>....................] 106/155   Step: 979ms | Tot: 1m46s | Loss: 0.247 | Acc: 93.017% (25241/27136)              
 [============================================>....................] 107/155   Step: 980ms | Tot: 1m47s | Loss: 0.246 | Acc: 93.042% (25486/27392)              
 [============================================>....................] 108/155   Step: 975ms | Tot: 1m48s | Loss: 0.245 | Acc: 93.070% (25732/27648)              
 [=============================================>...................] 109/155   Step: 979ms | Tot: 1m49s | Loss: 0.244 | Acc: 93.109% (25981/27904)              
 [=============================================>...................] 110/155   Step: 1s89ms | Tot: 1m50s | Loss: 0.244 | Acc: 93.125% (26224/28160)              
 [==============================================>..................] 111/155   Step: 980ms | Tot: 1m51s | Loss: 0.243 | Acc: 93.131% (26464/28416)              
 [==============================================>..................] 112/155   Step: 977ms | Tot: 1m52s | Loss: 0.242 | Acc: 93.164% (26712/28672)              
 [==============================================>..................] 113/155   Step: 993ms | Tot: 1m53s | Loss: 0.241 | Acc: 93.173% (26953/28928)              
 [===============================================>.................] 114/155   Step: 1s | Tot: 1m54s | Loss: 0.241 | Acc: 93.209% (27202/29184)              
 [===============================================>.................] 115/155   Step: 1s84ms | Tot: 1m55s | Loss: 0.240 | Acc: 93.240% (27450/29440)              
 [================================================>................] 116/155   Step: 976ms | Tot: 1m56s | Loss: 0.239 | Acc: 93.245% (27690/29696)              
 [================================================>................] 117/155   Step: 976ms | Tot: 1m57s | Loss: 0.238 | Acc: 93.266% (27935/29952)              
 [=================================================>...............] 118/155   Step: 976ms | Tot: 1m58s | Loss: 0.238 | Acc: 93.293% (28182/30208)              
 [=================================================>...............] 119/155   Step: 1s87ms | Tot: 1m59s | Loss: 0.237 | Acc: 93.320% (28429/30464)              
 [=================================================>...............] 120/155   Step: 977ms | Tot: 2m805ms | Loss: 0.237 | Acc: 93.333% (28672/30720)              
 [==================================================>..............] 121/155   Step: 982ms | Tot: 2m1s | Loss: 0.236 | Acc: 93.369% (28922/30976)              
 [==================================================>..............] 122/155   Step: 976ms | Tot: 2m2s | Loss: 0.235 | Acc: 93.395% (29169/31232)              
 [===================================================>.............] 123/155   Step: 981ms | Tot: 2m3s | Loss: 0.235 | Acc: 93.388% (29406/31488)              
 [===================================================>.............] 124/155   Step: 1s120ms | Tot: 2m4s | Loss: 0.235 | Acc: 93.400% (29649/31744)              
 [====================================================>............] 125/155   Step: 982ms | Tot: 2m5s | Loss: 0.235 | Acc: 93.422% (29895/32000)              
 [====================================================>............] 126/155   Step: 978ms | Tot: 2m6s | Loss: 0.234 | Acc: 93.424% (30135/32256)              
 [====================================================>............] 127/155   Step: 979ms | Tot: 2m7s | Loss: 0.233 | Acc: 93.452% (30383/32512)              
 [=====================================================>...........] 128/155   Step: 1s116ms | Tot: 2m8s | Loss: 0.232 | Acc: 93.478% (30631/32768)              
 [=====================================================>...........] 129/155   Step: 980ms | Tot: 2m9s | Loss: 0.232 | Acc: 93.493% (30875/33024)              
 [======================================================>..........] 130/155   Step: 976ms | Tot: 2m10s | Loss: 0.231 | Acc: 93.516% (31122/33280)              
 [======================================================>..........] 131/155   Step: 978ms | Tot: 2m11s | Loss: 0.231 | Acc: 93.514% (31361/33536)              
 [======================================================>..........] 132/155   Step: 981ms | Tot: 2m12s | Loss: 0.231 | Acc: 93.531% (31606/33792)              
 [=======================================================>.........] 133/155   Step: 1s103ms | Tot: 2m13s | Loss: 0.230 | Acc: 93.547% (31851/34048)              
 [=======================================================>.........] 134/155   Step: 979ms | Tot: 2m14s | Loss: 0.230 | Acc: 93.566% (32097/34304)              
 [========================================================>........] 135/155   Step: 978ms | Tot: 2m15s | Loss: 0.230 | Acc: 93.559% (32334/34560)              
 [========================================================>........] 136/155   Step: 976ms | Tot: 2m16s | Loss: 0.229 | Acc: 93.569% (32577/34816)              
 [=========================================================>.......] 137/155   Step: 979ms | Tot: 2m17s | Loss: 0.229 | Acc: 93.587% (32823/35072)              
 [=========================================================>.......] 138/155   Step: 1s83ms | Tot: 2m18s | Loss: 0.228 | Acc: 93.608% (33070/35328)              
 [=========================================================>.......] 139/155   Step: 973ms | Tot: 2m19s | Loss: 0.228 | Acc: 93.635% (33319/35584)              
 [==========================================================>......] 140/155   Step: 984ms | Tot: 2m20s | Loss: 0.227 | Acc: 93.666% (33570/35840)              
 [==========================================================>......] 141/155   Step: 980ms | Tot: 2m21s | Loss: 0.227 | Acc: 93.681% (33815/36096)              
 [===========================================================>.....] 142/155   Step: 1s83ms | Tot: 2m22s | Loss: 0.226 | Acc: 93.698% (34061/36352)              
 [===========================================================>.....] 143/155   Step: 993ms | Tot: 2m23s | Loss: 0.225 | Acc: 93.717% (34308/36608)              
 [===========================================================>.....] 144/155   Step: 980ms | Tot: 2m24s | Loss: 0.225 | Acc: 93.731% (34553/36864)              
 [============================================================>....] 145/155   Step: 976ms | Tot: 2m25s | Loss: 0.224 | Acc: 93.747% (34799/37120)              
 [============================================================>....] 146/155   Step: 975ms | Tot: 2m26s | Loss: 0.224 | Acc: 93.774% (35049/37376)              
 [=============================================================>...] 147/155   Step: 1s84ms | Tot: 2m27s | Loss: 0.223 | Acc: 93.787% (35294/37632)              
 [=============================================================>...] 148/155   Step: 974ms | Tot: 2m28s | Loss: 0.223 | Acc: 93.790% (35535/37888)              
 [==============================================================>..] 149/155   Step: 980ms | Tot: 2m29s | Loss: 0.223 | Acc: 93.805% (35781/38144)              
 [==============================================================>..] 150/155   Step: 975ms | Tot: 2m30s | Loss: 0.222 | Acc: 93.807% (36022/38400)              
 [==============================================================>..] 151/155   Step: 893ms | Tot: 2m31s | Loss: 0.222 | Acc: 93.807% (36262/38656)              
 [===============================================================>.] 152/155   Step: 968ms | Tot: 2m32s | Loss: 0.222 | Acc: 93.807% (36502/38912)              
 [===============================================================>.] 153/155   Step: 864ms | Tot: 2m33s | Loss: 0.222 | Acc: 93.819% (36747/39168)              
 [================================================================>] 154/155   Step: 882ms | Tot: 2m34s | Loss: 0.221 | Acc: 93.824% (36989/39424)              
 [================================================================>] 155/155   Step: 7s660ms | Tot: 2m42s | Loss: 0.222 | Acc: 93.815% (37038/39480)
 [>................................................................] 1/40   Step: 1s318ms | Tot: 0ms | Loss: 0.897 | Acc: 77.734% (199/256)              
 [=>...............................................................] 2/40   Step: 459ms | Tot: 459ms | Loss: 0.827 | Acc: 78.516% (402/512)              
 [===>.............................................................] 3/40   Step: 436ms | Tot: 896ms | Loss: 0.837 | Acc: 78.385% (602/768)              
 [====>............................................................] 4/40   Step: 438ms | Tot: 1s334ms | Loss: 0.855 | Acc: 78.027% (799/1024)              
 [======>..........................................................] 5/40   Step: 430ms | Tot: 1s765ms | Loss: 0.873 | Acc: 77.188% (988/1280)              
 [========>........................................................] 6/40   Step: 432ms | Tot: 2s197ms | Loss: 0.865 | Acc: 77.214% (1186/1536)              
 [=========>.......................................................] 7/40   Step: 538ms | Tot: 2s735ms | Loss: 0.872 | Acc: 76.674% (1374/1792)              
 [===========>.....................................................] 8/40   Step: 428ms | Tot: 3s164ms | Loss: 0.880 | Acc: 76.416% (1565/2048)              
 [=============>...................................................] 9/40   Step: 431ms | Tot: 3s595ms | Loss: 0.866 | Acc: 76.562% (1764/2304)              
 [==============>..................................................] 10/40   Step: 430ms | Tot: 4s25ms | Loss: 0.865 | Acc: 76.719% (1964/2560)              
 [================>................................................] 11/40   Step: 432ms | Tot: 4s458ms | Loss: 0.867 | Acc: 76.705% (2160/2816)              
 [=================>...............................................] 12/40   Step: 437ms | Tot: 4s896ms | Loss: 0.868 | Acc: 76.693% (2356/3072)              
 [===================>.............................................] 13/40   Step: 540ms | Tot: 5s437ms | Loss: 0.865 | Acc: 76.773% (2555/3328)              
 [=====================>...........................................] 14/40   Step: 435ms | Tot: 5s872ms | Loss: 0.879 | Acc: 76.535% (2743/3584)              
 [======================>..........................................] 15/40   Step: 427ms | Tot: 6s299ms | Loss: 0.878 | Acc: 76.615% (2942/3840)              
 [========================>........................................] 16/40   Step: 433ms | Tot: 6s733ms | Loss: 0.876 | Acc: 76.562% (3136/4096)              
 [==========================>......................................] 17/40   Step: 431ms | Tot: 7s164ms | Loss: 0.876 | Acc: 76.677% (3337/4352)              
 [===========================>.....................................] 18/40   Step: 436ms | Tot: 7s601ms | Loss: 0.870 | Acc: 76.845% (3541/4608)              
 [=============================>...................................] 19/40   Step: 541ms | Tot: 8s143ms | Loss: 0.869 | Acc: 76.665% (3729/4864)              
 [==============================>..................................] 20/40   Step: 429ms | Tot: 8s572ms | Loss: 0.867 | Acc: 76.875% (3936/5120)              
 [================================>................................] 21/40   Step: 434ms | Tot: 9s7ms | Loss: 0.867 | Acc: 76.972% (4138/5376)              
 [==================================>..............................] 22/40   Step: 434ms | Tot: 9s442ms | Loss: 0.870 | Acc: 76.971% (4335/5632)              
 [===================================>.............................] 23/40   Step: 429ms | Tot: 9s872ms | Loss: 0.872 | Acc: 76.885% (4527/5888)              
 [=====================================>...........................] 24/40   Step: 438ms | Tot: 10s310ms | Loss: 0.880 | Acc: 76.676% (4711/6144)              
 [=======================================>.........................] 25/40   Step: 536ms | Tot: 10s847ms | Loss: 0.873 | Acc: 76.734% (4911/6400)              
 [========================================>........................] 26/40   Step: 425ms | Tot: 11s272ms | Loss: 0.870 | Acc: 76.848% (5115/6656)              
 [==========================================>......................] 27/40   Step: 426ms | Tot: 11s699ms | Loss: 0.866 | Acc: 76.910% (5316/6912)              
 [===========================================>.....................] 28/40   Step: 426ms | Tot: 12s126ms | Loss: 0.866 | Acc: 76.939% (5515/7168)              
 [=============================================>...................] 29/40   Step: 610ms | Tot: 12s737ms | Loss: 0.864 | Acc: 77.020% (5718/7424)              
 [===============================================>.................] 30/40   Step: 573ms | Tot: 13s311ms | Loss: 0.861 | Acc: 77.044% (5917/7680)              
 [================================================>................] 31/40   Step: 530ms | Tot: 13s841ms | Loss: 0.864 | Acc: 77.016% (6112/7936)              
 [==================================================>..............] 32/40   Step: 423ms | Tot: 14s265ms | Loss: 0.864 | Acc: 77.026% (6310/8192)              
 [====================================================>............] 33/40   Step: 423ms | Tot: 14s688ms | Loss: 0.868 | Acc: 76.953% (6501/8448)              
 [=====================================================>...........] 34/40   Step: 423ms | Tot: 15s111ms | Loss: 0.873 | Acc: 76.804% (6685/8704)              
 [=======================================================>.........] 35/40   Step: 424ms | Tot: 15s536ms | Loss: 0.873 | Acc: 76.786% (6880/8960)              
 [========================================================>........] 36/40   Step: 383ms | Tot: 15s920ms | Loss: 0.873 | Acc: 76.769% (7075/9216)              
 [==========================================================>......] 37/40   Step: 486ms | Tot: 16s406ms | Loss: 0.873 | Acc: 76.805% (7275/9472)              
 [============================================================>....] 38/40   Step: 378ms | Tot: 16s785ms | Loss: 0.869 | Acc: 76.922% (7483/9728)              
 [=============================================================>...] 39/40   Step: 378ms | Tot: 17s163ms | Loss: 0.873 | Acc: 76.843% (7672/9984)              
 [===============================================================>.] 40/40   Step: 2s391ms | Tot: 19s555ms | Loss: 0.872 | Acc: 76.830% (7683/10000)
Saving with better validation accuracy model: 76.830..

Epoch: 1
 [>................................................................] 1/155   Step: 3s163ms | Tot: 0ms | Loss: 0.175 | Acc: 92.969% (238/256)              
 [>................................................................] 2/155   Step: 1s150ms | Tot: 1s150ms | Loss: 0.156 | Acc: 94.922% (486/512)              
 [>................................................................] 3/155   Step: 998ms | Tot: 2s148ms | Loss: 0.139 | Acc: 95.964% (737/768)              
 [=>...............................................................] 4/155   Step: 987ms | Tot: 3s136ms | Loss: 0.136 | Acc: 96.289% (986/1024)              
 [=>...............................................................] 5/155   Step: 982ms | Tot: 4s119ms | Loss: 0.133 | Acc: 96.406% (1234/1280)              
 [==>..............................................................] 6/155   Step: 994ms | Tot: 5s114ms | Loss: 0.132 | Acc: 96.354% (1480/1536)              
 [==>..............................................................] 7/155   Step: 1s105ms | Tot: 6s219ms | Loss: 0.132 | Acc: 96.373% (1727/1792)              
 [==>..............................................................] 8/155   Step: 990ms | Tot: 7s209ms | Loss: 0.131 | Acc: 96.484% (1976/2048)              
 [===>.............................................................] 9/155   Step: 1s18ms | Tot: 8s227ms | Loss: 0.131 | Acc: 96.354% (2220/2304)              
 [===>.............................................................] 10/155   Step: 999ms | Tot: 9s226ms | Loss: 0.131 | Acc: 96.367% (2467/2560)              
 [====>............................................................] 11/155   Step: 1s130ms | Tot: 10s357ms | Loss: 0.131 | Acc: 96.378% (2714/2816)              
